Title,Authors,Source Title,Publication Year,Volume,Issue,Beginning Page,Ending Page,DOI,Total Citations
Local- and landscape-scale land cover affects microclimate andwater use in urban gardens,"Lin, Brenda B.; Egerer, Monika H.; Liere, Heidi; Jha, Shalene; Bichie, Peter; Philpott, Stacy M.",SCIENCE OF THE TOTAL ENVIRONMENT,2018,610,,570,575,10.1016/j.scitotenv.2017.08.091,8
Sponge City in China-A breakthrough of planning and flood risk management in the urban context,"Chan, Faith Ka Shun; Griffiths, James A.; Higgitt, David; Xu, Shuyang; Zhu, Fangfang; Tang, Yu-Ting; Xu, Yuyao; Thorne, Colin R.",LAND USE POLICY,2018,76,,772,778,10.1016/j.landusepol.2018.03.005,7
A conceptual approach for evaluating the multiple benefits of urban flood management practices,"Hoang, L.; Fenner, R. A.; Skenderian, M.",JOURNAL OF FLOOD RISK MANAGEMENT,2018,11,,S943,S959,10.1111/jfr3.12267,7
New policy directions for global pond conservation,"Hill, Matthew J.; Hassall, Christopher; Oertli, Beat; Fahrig, Lenore; Robson, Belinda J.; Biggs, Jeremy; Samways, Michael J.; Usio, Nisikawa; Takamura, Noriko; Krishnaswamy, Jagdish; Wood, Paul J.",CONSERVATION LETTERS,2018,11,5,,,10.1111/conl.12447,6
Estimation of the water quality of a large urbanized river as defined by the European WFD: what is the optimal sampling frequency?,"Vilmin, Lauriane; Flipo, Nicolas; Escoffier, Nicolas; Groleau, Alexis",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2018,25,24,23485,23501,10.1007/s11356-016-7109-z,6
"Spatial and temporal changes in biodiversity and ecosystem services in the San Antonio River Basin, Texas, from 1984 to 2010","Yi, Hoonchong; Guneralp, Burak; Kreuter, Urs P.; Guneralp, Inci; Filippi, Anthony M.",SCIENCE OF THE TOTAL ENVIRONMENT,2018,619,,1259,1271,10.1016/j.scitotenv.2017.10.302,6
Evaluating the impact of individual leaf traits on atmospheric particulate matter accumulation using natural and synthetic leaves,"Weerakkody, Udeshika; Dover, John W.; Mitchell, Paul; Reiling, Kevin",URBAN FORESTRY & URBAN GREENING,2018,30,,98,107,10.1016/j.ufug.2018.01.001,6
Wood production and biodiversity conservation are rival forestry objectives in Europe's Baltic Sea Region,"Angelstam, Per; Naumov, Vladimir; Elbakidze, Marine; Manton, Michael; Priednieks, Janis; Rendenieks, Zigmars",ECOSPHERE,2018,9,3,,,10.1002/ecs2.2119,5
Investing in Natural and Nature-Based Infrastructure: Building Better Along Our Coasts,"Sutton-Grier, Ariana E.; Gittman, Rachel K.; Arkema, Katie K.; Bennett, Richard O.; Benoit, Jeff; Blitch, Seth; Burks-Copes, Kelly A.; Colden, Allison; Dausman, Alyssa; DeAngelis, Bryan M.; Hughes, A. Randall; Scyphers, Steven B.; Grabowski, Jonathan H.",SUSTAINABILITY,2018,10,2,,,10.3390/su10020523,5
Using water management infrastructure to address both flood risk and the urban heat island,"Richards, Daniel R.; Edwards, Peter J.",INTERNATIONAL JOURNAL OF WATER RESOURCES DEVELOPMENT,2018,34,4,490,498,10.1080/07900627.2017.1357538,5
Farmland - an Elephant in the Room of Urban Green Infrastructure ? Lessons learned from connectivity analysis in three German cities,"Rolf, Werner; Peters, David; Lenz, Roman; Pauleit, Stephan",ECOLOGICAL INDICATORS,2018,94,,151,163,10.1016/ecolind.2017.06.055,4
The influence of landscape pattern on the risk of urban water-logging and flood disaster,"Su, Meirong; Zheng, Ying; Hao, Yan; Chen, Qionghong; Chen, Shuhuan; Chen, Zhenyu; Xie, Hong",ECOLOGICAL INDICATORS,2018,92,,133,140,10.1016/j.ecolind.2017.03.008,4
Can coir increase native biodiversity and reduce colonisation of non-indigenous species in eco-engineered rock pools?,"Morris, Rebecca L.; Golding, Sophie; Dafforn, Katherine A.; Coleman, Ross A.",ECOLOGICAL ENGINEERING,2018,120,,622,630,10.1016/j.ecoleng.2017.06.038,4
Vertical air temperature gradients under the shade of two contrasting urban tree species during different types of summer days,"Rahman, Mohammad A.; Moser, Astrid; Gold, Anna; Roetzer, Thomas; Pauleit, Stephan",SCIENCE OF THE TOTAL ENVIRONMENT,2018,633,,100,111,10.1016/j.scitotenv.2018.03.168,4
Creating Green Space Sustainability through Low-Budget and Upcycling Strategies,"Herman, Krzysztof; Sbarcea, Madalina; Panagopoulos, Thomas",SUSTAINABILITY,2018,10,6,,,10.3390/su10061857,4
Regional development boundary of China's Loess Plateau: Water limit and land shortage,"Wang, Shuai; Fu, Bojie; Chen, Haibin; Liu, Yu",LAND USE POLICY,2018,74,,130,136,10.1016/j.landusepol.2017.03.003,4
Green Infrastructure and Ecological Corridors: A Regional Study Concerning Sardinia,"Cannas, Ignazio; Lai, Sabrina; Leone, Federica; Zoppi, Corrado",SUSTAINABILITY,2018,10,4,,,10.3390/su10041265,4
Multi-scale assessment of cultural ecosystem services of parks in Central European cities,"Zwierzchowska, Iwona; Hof, Angela; Ioja, Ioan-Cristian; Mueller, Christian; Ponizy, Lidia; Breuste, Juergen; Mizgajski, Andrzej",URBAN FORESTRY & URBAN GREENING,2018,30,,84,97,10.1016/j.ufug.2017.12.017,4
"Exotic trees contribute to urban forest diversity and ecosystem services in inner-city Cleveland, OH","Riley, Christopher B.; Herms, Daniel A.; Gardiner, Mary M.",URBAN FORESTRY & URBAN GREENING,2018,29,,367,376,10.1016/j.ufug.2017.01.004,4
Ecosystem-based water security and the Sustainable Development Goals (SDGs),"Vorosmarty, Charles J.; Osuna, Vanesa Rodriguez; Cak, Anthony D.; Bhaduri, Anik; Bunn, Stuart E.; Corsi, Fabio; Gastelumendi, Jorge; Green, Pamela; Harrison, Ian; Lawford, Richard; Marcotullio, Peter J.; McClain, Michael; McDonald, Robert; McIntyre, Peter; Palmer, Margaret; Robarts, Richard D.; Szollosi-Nagy, Andras; Tessler, Zachary; Uhlenbrook, Stefan",ECOHYDROLOGY & HYDROBIOLOGY,2018,18,4,317,333,10.1016/j.ecohyd.2018.07.004,3
"Spatiotemporal variation characteristics of green space ecosystem service value at urban fringes: A case study on Ganjingzi District in Dalian, China","Yang, Jun; Guan, Yingying; Xia, Jianhong (Cecilia); Jin, Cui; Li, Xueming",SCIENCE OF THE TOTAL ENVIRONMENT,2018,639,,1453,1461,10.1016/j.scitotenv.2018.05.253,3
Reefcrete: Reducing the environmental footprint of concretes for eco-engineering marine structures,"Dennis, Harry D.; Evans, Ally J.; Banner, Alexander J.; Moore, Pippa J.",ECOLOGICAL ENGINEERING,2018,120,,668,678,10.1016/j.ecoleng.2017.05.031,3
Quantification of the traffic-generated particulate matter capture by plant species in a living wall and evaluation of the important leaf characteristics,"Weerakkody, Udeshika; Dover, John W.; Mitchell, Paul; Reiling, Kevin",SCIENCE OF THE TOTAL ENVIRONMENT,2018,635,,1012,1024,10.1016/j.scitotenv.2018.04.106,3
"Assessing Mismatches in the Provision of Urban Ecosystem Services to Support Spatial Planning: A Case Study on Recreation and Food Supply in Havana, Cuba","Ortiz, Maria Susana Orta; Geneletti, Davide",SUSTAINABILITY,2018,10,7,,,10.3390/su10072165,3
"Natura 2000 sites, public forests and riparian corridors: The connectivity backbone of forest green infrastructure","de la Fuente, Begona; Mateo-Sanchez, Maria C.; Rodriguez, Gema; Gaston, Aitor; Perez de Ayala, Ramon; Colomina-Perez, Diana; Melero, Maria; Saura, Santiago",LAND USE POLICY,2018,75,,429,441,10.1016/j.landusepol.2018.04.002,3
Assessing the capacity and flow of ecosystem services in multifunctional landscapes: Evidence of a rural-urban gradient in a Mediterranean small island state,"Balzan, Mario V.; Caruana, Julio; Zammit, Annrica",LAND USE POLICY,2018,75,,711,725,10.1016/j.landusepol.2017.08.025,3
Using dimension reduction PCA to identify ecosystem service bundles,"Marsboom, Cedric; Vrebos, Dirk; Staes, Jan; Meire, Patrick",ECOLOGICAL INDICATORS,2018,87,,209,260,10.1016/j.ecolind.2017.10.049,3
Renaissance of a rural artifact in a city with a million people: biodiversity responses to an agro-forestry restoration in a large urban traditional fruit orchard,"Horak, Jakub; Rom, Jiri; Rada, Patrik; Safarova, Lenka; Koudelkova, Jitka; Zasadil, Petr; Halda, Josef P.; Holusa, Jaroslav",URBAN ECOSYSTEMS,2018,21,2,263,270,10.1007/s11252-017-0712-z,3
Associations of multiple ecosystem services and disservices of urban park ecological infrastructure and the linkages with socioeconomic factors,"Liu, Hongxiao; Hu, Yinhong; Li, Feng; Yuan, Lingxiong",JOURNAL OF CLEANER PRODUCTION,2018,174,,868,879,10.1016/j.jclepro.2017.10.139,3
Application of the ecosystem service concept for climate protection in Germany,"Schetke, Sophie; Lee, Heera; Graf, Wanda; Lautenbach, Sven",ECOSYSTEM SERVICES,2018,29,,294,305,10.1016/j.ecoser.2016.12.017,3
Evaluating Spatial Priority of Urban Green Infrastructure for Urban Sustainability in Areas of Rapid Urbanization: A Case Study of Pukou in China,"Wei, Jiaxing; Qian, Jing; Tao, Yu; Hu, Feng; Ou, Weixin",SUSTAINABILITY,2018,10,2,,,10.3390/su10020327,3
"Handling the phosphorus paradox in agriculture and natural ecosystems: Scarcity, necessity, and burden of P","Leinweber, Peter; Bathmann, Ulrich; Buczko, Uwe; Douhaire, Caroline; Eichler-Loebermann, Bettina; Frossard, Emmanuel; Ekardt, Felix; Jarvie, Helen; Kraemer, Inga; Kabbe, Christian; Lennartz, Bernd; Mellander, Per-Erik; Nausch, Guenther; Ohtake, Hisao; Traenckner, Jens",AMBIO,2018,47,,3,19,10.1007/s13280-017-0968-9,3
Enhanced roadside drainage system for environmentally sensitive areas,"Trenouth, William R.; Gharabaghi, Bahram; Farghaly, Hani",SCIENCE OF THE TOTAL ENVIRONMENT,2018,610,,613,622,10.1016/j.scitotenv.2017.08.081,3
Cost-effective restoration and conservation planning in Green and Blue Infrastructure designs. A case study on the Intercontinental Biosphere Reserve of the Mediterranean: Andalusia (Spain) - Morocco,"Barbosa, Ana; Martin, Beatriz; Hermoso, Virgilio; Arevalo-Torres, Juan; Barbiere, Julian; Martinez-Lopez, Javier; Domisch, Sami; Langhans, Simone D.; Balbi, Stefano; Villa, Ferdinando; Delacamara, Gonzalo; Teixeira, Heliana; Nogueira, Antonio J. A.; Lillebo, Ana I.; Gil-Jimenez, Yolanda; McDonald, Hugh; Iglesias-Campos, Alejandro",SCIENCE OF THE TOTAL ENVIRONMENT,2019,652,,1463,1473,10.1016/j.scitotenv.2018.10.416,2
Designing a network of green infrastructure to enhance the conservation value of protected areas and maintain ecosystem services,"Lanzas, Monica; Hermoso, Virgilio; de-Miguel, Sergio; Bota, Gerard; Brotons, Lluis",SCIENCE OF THE TOTAL ENVIRONMENT,2019,651,,541,550,10.1016/j.scitotenv.2018.09.164,2
Spatial evaluation of the multiple benefits of sustainable drainage systems,"Morgan, Malcolm; Fenner, Richard",PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT,2019,172,1,39,52,10.1680/jwama.16.00048,2
Implementing the connectivity of natural areas in cities as an indicator in the City Biodiversity Index (CBI),"Deslauriers, Megan R.; Asgary, Adrienne; Nazarnia, Naghmeh; Jaeger, Jochen A. G.",ECOLOGICAL INDICATORS,2018,94,,99,113,10.1016/j.ecolind.2017.02.028,2
Urban tinkering,"Elmqvist, Thomas; Siri, Jose; Andersson, Erik; Anderson, Pippin; Bai, Xuemei; Das, Pranab Kishore; Gatere, Tatu; Gonzalez, Andrew; Goodness, Julie; Handel, Steven N.; Torok, Ellika Hermansson; Kavonic, Jessica; Kronenberg, Jakub; Lindgren, Elisabet; Maddox, David; Maher, Raymond; Mbow, Cheikh; McPhearson, Timon; Mulligan, Joe; Nordenson, Guy; Spires, Meggan; Stenkula, Ulrika; Takeuchi, Kazuhiko; Vogel, Coleen",SUSTAINABILITY SCIENCE,2018,13,6,1549,1564,10.1007/s11625-018-0611-0,2
The Use of E-Tools to Engage Citizens in Urban Green Infrastructure Governance: Where Do We Stand and Where Are We Going?,"Moller, Maja Steen; Olafsson, Anton Stahl",SUSTAINABILITY,2018,10,10,,,10.3390/su10103513,2
"Evaluating the multiple benefits of a sustainable drainage scheme in Newcastle, UK","O'Donnell, Emily C.; Woodhouse, Richard; Thorne, Colin R.",PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT,2018,171,4,191,202,10.1680/jwama.16.00103,2
Reducing Seismic Vulnerability and Energy Demand of Cities through Green Infrastructure,"Privitera, Riccardo; La Rosa, Daniele",SUSTAINABILITY,2018,10,8,,,10.3390/su10082591,2
Speaking Green: A Worldwide Survey on Collaboration among Stakeholders in Urban Park Design and Management,"Ugolini, Francesca; Sanesi, Giovanni; Steidle, Anna; Pearlmutter, David",FORESTS,2018,9,8,,,10.3390/f9080458,2
"Hydrology of the Brooklyn Grange, an urban rooftop farm","Harada, Yoshiki; Whitlow, Thomas H.; Walter, M. Todd; Bassuk, Nina L.; Russell-Anelli, Jonathan; Schindelbeck, Robert R.",URBAN ECOSYSTEMS,2018,21,4,673,689,10.1007/s11252-018-0749-7,2
Asset or Liability? Ecological and Sociological Tradeoffs of Urban Spontaneous Vegetation on Vacant Land in Shrinking Cities,"Riley, Christopher B.; Perry, Kayla I.; Ard, Kerry; Gardiner, Mary M.",SUSTAINABILITY,2018,10,7,,,10.3390/su10072139,2
"Urban Foraging in Berlin: People, Plants and Practices within the Metropolitan Green Infrastructure","Landor-Yamagata, Jonah L.; Kowarik, Ingo; Fischer, Leonie K.",SUSTAINABILITY,2018,10,6,,,10.3390/su10061873,2
Ecohydrological model for the quantification of ecosystem services provided by urban street trees,"Revelli, Roberto; Porporato, Amilcare",URBAN ECOSYSTEMS,2018,21,3,489,504,10.1007/s11252-018-0741-2,2
Water quality function of an extensive vegetated roof,"Todorov, Dimitar; Driscoll, Charles T.; Todorova, Svetoslava; Montesdeoca, Mario",SCIENCE OF THE TOTAL ENVIRONMENT,2018,625,,928,939,10.1016/j.scitotenv.2017.12.085,2
Learning urban resilience from a social-economic-ecological system perspective: A case study of Beijing from 1978 to 2015,"Wang, Zhan; Deng, Xiangzheng; Wong, Cecilia; Li, Zhihui; Chen, Jiancheng",JOURNAL OF CLEANER PRODUCTION,2018,183,,343,357,10.1016/j.jclepro.2018.02.128,2
Multivariate statistical techniques for prediction of tree and shrub species plantation using soil parameters,"Kulkarni, Govind Eknath; Muley, Aniket Avinash; Deshmukh, Nilesh Kailasrao; Bhalchandra, Parag Upendra",MODELING EARTH SYSTEMS AND ENVIRONMENT,2018,4,1,281,294,10.1007/s40808-017-0408-7,2
Challenges of urban green space management in the face of using inadequate data,"Feltynowski, Marcin; Kronenberg, Jakub; Bergier, Tomasz; Kabisch, Nadja; Laszkiewicz, Edyta; Strohbach, Michael W.",URBAN FORESTRY & URBAN GREENING,2018,31,,56,66,10.1016/j.ufug.2017.12.003,2
The translation and use of green infrastructure evidence,"Sinnett, Danielle; Calvert, Tom; Smith, Nick; Burgess, Sarah; King, Louise",PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT,2018,171,2,99,109,10.1680/jwama.16.00112,2
"Ecological engagement determines ecosystem service valuation: A case study from Rouge National Urban Park in Toronto, Canada","Livingstone, Stuart W.; Cadotte, Marc W.; Isaac, Marney E.",ECOSYSTEM SERVICES,2018,30,,86,97,10.1016/j.ecoser.2018.02.006,2
Effect of native habitat on the cooling ability of six nursery-grown tree species and cultivars for future roadside plantings,"Stratopoulos, Laura Myrtia Fani; Duthweiler, Swantje; Haeberle, Karl-Heinz; Pauleit, Stephan",URBAN FORESTRY & URBAN GREENING,2018,30,,37,45,10.1016/j.ufug.2018.01.011,2
Is forest landscape restoration socially desirable? A discrete choice experiment applied to the Scandinavian transboundary Fulufjallet National Park Area,"Valasiuk, Sviataslau; Czajkowski, Mikolaj; Giergiczny, Marek; Zylicz, Tomasz; Veisten, Knut; Mata, Iratxe Landa; Halse, Askill H.; Elbakidze, Marine; Angelstam, Per",RESTORATION ECOLOGY,2018,26,2,370,380,10.1111/rec.12563,2
De-icing salt contamination reduces urban tree performance in structural soil cells,"Ordonez-Barona, Camilo; Sabetski, Vadim; Millward, Andrew A.; Steenberg, James",ENVIRONMENTAL POLLUTION,2018,234,,562,571,10.1016/j.envpol.2017.11.101,2
Defining Benchmarks for Restoration of Green Infrastructure: A Case Study Combining the Historical Range of Variability of Habitat and Species' Requirements,"Manton, Michael; Angelstam, Per",SUSTAINABILITY,2018,10,2,,,10.3390/su10020326,2
Evaluation of LEED for Neighbourhood Development and Envision Rating Frameworks for Their Implementation in Poorer Countries,"Manuel Diaz-Sarachaga, Jose; Jato-Espino, Daniel; Castro-Fresno, Daniel",SUSTAINABILITY,2018,10,2,,,10.3390/su10020492,2
Prospects for stakeholder coordination by protected-area managers in Europe,"Mattsson, Brady J.; Vacik, Harald",CONSERVATION BIOLOGY,2018,32,1,98,108,10.1111/cobi.12966,2
"Political ecologies of biopower: diversity, debates, and new frontiers of inquiry","Cavanagh, Connor Joseph",JOURNAL OF POLITICAL ECOLOGY,2018,25,,402,425,10.2458/v25i1.23047,2
Open data and stormwater systems in Los Angeles: applications for equitable green infrastructure,"Porse, Erik",LOCAL ENVIRONMENT,2018,23,5,505,517,10.1080/13549839.2018.1434492,2
Local habitat characteristics have a stronger effect than the surrounding urban landscape on beetle communities on green roofs,"Kyro, Kukka; Brenneisen, Stephan; Kotze, D. Johan; Szallies, Alexander; Gerner, Magdalena; Lehvavirta, Susanna",URBAN FORESTRY & URBAN GREENING,2018,29,,122,130,10.1016/j.ufug.2017.11.009,2
Identifying Green Infrastructure as a Basis for an Incentive Mechanism at the Municipality Level in Biscay (Basque Country),"Rodriguez-Loinaz, Gloria; Pena, Lorena; Palacios-Agundez, Igone; Ametzaga-Arregi, Ibone; Onaindia, Miren",FORESTS,2018,9,1,,,10.3390/f9010022,2
"Exploring the concept of green infrastructure in urban landscape. Experiences from Italy, Canada and Finland","di Marino, Mina; Lapintie, Kimmo",LANDSCAPE RESEARCH,2018,43,1,139,149,10.1080/01426397.2017.1300640,2
Identification of conservation and restoration priority areas in the Danube River based on the multi-functionality of river-floodplain systems,"Funk, Andrea; Martinez-Lopez, Javier; Borgwardt, Florian; Trauner, Daniel; Bagstad, Kenneth J.; Balbi, Stefano; Magrach, Ainhoa; Villa, Ferdinando; Hein, Thomas",SCIENCE OF THE TOTAL ENVIRONMENT,2019,654,,763,777,10.1016/j.scitotenv.2018.10.322,1
The Method of Planning Green Infrastructure System with the Use of Landscape-Functional Units (Method LaFU) and its Implementation in the Wrocaw Functional Area (Poland),"Niedzwiecka-Filipiak, Irena; Rubaszek, Justyna; Potyrala, Jerzy; Filipiak, Pawel",SUSTAINABILITY,2019,11,2,,,10.3390/su11020394,1
Between tree lovers and tree haters. Drivers of public perception regarding street trees and its implications on the urban green infrastructure planning,"Fernandes, Claudia Oliveira; da Silva, Isabel Martinho; Teixeira, Catarina Patoilo; Costa, Leonardo",URBAN FORESTRY & URBAN GREENING,2019,37,,97,108,10.1016/j.ufug.2018.03.014,1
The green side of the grey: Assessing greenspaces in built-up areas of Italy,"Sallustio, L.; Perone, A.; Vizzarri, M.; Corona, P.; Fares, S.; Cocozza, C.; Tognetti, R.; Lasserre, B.; Marchetti, M.",URBAN FORESTRY & URBAN GREENING,2019,37,,147,153,10.1016/j.ufug.2017.10.018,1
Research on the Optimization of Regional Green Infrastructure Network,"Shi, Xuemin; Qin, Mingzhou",SUSTAINABILITY,2018,10,12,,,10.3390/su10124649,1
"Integrated methods for determining restoration priorities of coal mining subsidence areas based on green infrastructure: -A case study in the Xuzhou urban area, of China","Hu, Tinghao; Chang, Jiang; Liu, XiangXu; Feng, Shanshan",ECOLOGICAL INDICATORS,2018,94,,164,174,10.1016/j.ecolind.2017.11.006,1
"A Mamdani fuzzy inference approach for assessing ecological security in the Pearl River Delta urban agglomeration, China","Sun, J.; Li, Y. P.; Gao, P. P.; Xia, B. C.",ECOLOGICAL INDICATORS,2018,94,,386,396,10.1016/j.ecolind.2018.07.011,1
Quantifying multiple ecosystem services for adaptive management of green infrastructure,"Wong, Christina P.; Jiang, Bo; Kinzig, Ann P.; Ouyang, Zhiyun",ECOSPHERE,2018,9,11,,,10.1002/ecs2.2495,1
